,class,tweet
8698,normal,got big plan countri
8699,normal,big plan
8700,normal,ika klansmen
8701,normal,think klan best social club whole milit thing tend turn peopl make look crazi
8702,normal,white guy murder asian student day wed
8703,normal,garner major news media attent week
8704,normal,black guy stab student slice throat front plu student faculti garner bare mention msm
8705,normal,im lol
8706,normal,comput got backdoor tojan viru
8707,normal,site restict mom comput took day hack pw chang
8708,normal,supper happi ur school im alon
8709,normal,yeah saw hardcor wigger use play vice citi paid attent saw cool found
8710,normal,that stupid say probabl heard mayb artist tv stuff ton white rapper dont scream someth
8711,normal,game far violent sick game ever play
8712,normal,children allow even watch never mind play
8713,normal,sid wore shirt shock sex pistol never racist good exampl racist punk band agnost front
8714,normal,dont screw life stupid littl fight use weapon
8715,normal,first probabl wont anyth second dont start anyth
8716,normal,dont watch tv watch sport rugbi soccer cvricket occasion movi probal watct hour week though
8717,hate speech,start gang kill rob home liber want divers
8718,normal,rare watch tv like movi someth sort
8719,normal,sometim watch show wwii histori channel never watch
8720,normal,would never date black guy
8721,hate speech,white femal proud race date black would disgust
8722,normal,let say like hate school hate learn hate read
8723,normal,good educ allot everyth
8724,normal,time scarey alon
8725,normal,later divorc ladi street help
8726,normal,scarey anymor
8727,normal,
8728,normal,mean blue eye slight ring brown around pupil
8729,normal,mix like
8730,normal,exposur sun like heard someon say
8731,normal,open new thread think import talk problem someon els connect
8732,normal,kamerad
8733,normal,cant wait want someth say wigger never find right word
8734,normal,man alway hard time ever tri make websit much stuff get confus well anyway id realli like see websit whenev get finish heil hitler
8735,hate speech,mani altern adopt littl mud srrogat mother invitro fertil financiali possil wait till
8736,normal,betray race
8737,hate speech,histori teacher zionist butt head want
8738,hate speech,simpl want creat white guilt
8739,normal,im kind curiou think
8740,normal,ive talk lot punk get respons get black minor want hear educ opinion
8741,normal,dont want black guy one isnt white friend dont either must go wrong girl
8742,hate speech,would like express sick tire kid school boast uniqu heritag
8743,hate speech,go around school act like half white half black half white half asian someth proud
8744,normal,rather see purebre black hispan arrog half breed
8745,hate speech,fag big problem recruit kid school pay
8746,normal,support boy scout
8747,normal,wr
8748,normal,hello
8749,normal,note one post worri delay post show worri check stuff new
8750,normal,youth internet thing
8751,normal,hold youth bibl stuid free lot home stude
8752,normal,ca attend regular meet attend youth meet major ralli nordic fest
8753,normal,youth great way learn lot bibl movement
8754,normal,wish youth corp
8755,normal,there girl school realli tall dark ive ever saw sat move next tabl bag cooki could open tri open teeth like dog slape back foruth finlli white trash girl open mouth nerv spit white girl thegirl noth smile mix kid neve ask told go hell day school suce huh hope tyep back sorri spell
8756,normal,tri get white nationalist group togeth connecticut
8757,normal,interest repli messag pm
8758,normal,thank scott
8759,normal,never heard give song titl download listen
8760,normal,didnt tri yet guess check thankx hope link gave whoever need info whatev dont rememb name sorri need later
8761,normal,hello wonder trippl flag stand
8762,normal,see maniali blood honour use
8763,normal,thank fenian
8764,normal,day told get someth put skin tattoo someth want bodi day move europ
8765,normal,noth wrong quebec white citi proud group peopl asid gay section montreal nice citi
8766,normal,none option fit
8767,normal,never even heard stormfront night found join
8768,normal,know trump kid marri date jew express full support thelgbt commun gay marriag even wave fag rag fag pride parad
8769,normal,canada sure mean american injun innuit
8770,normal,someon bu carri piec could taken care savag manag stab victim time
8771,normal,check small northern ontario town holtyr ramor king kirkland englehart black river saw one nonwhit year count occasion nativ
8772,hate speech,meanwhil nonwhit continu breed even nonwhit societi continu inflict harsh uncivil nonwhit cultur us
8773,normal,know stop breed
8774,hate speech,nonwhit societi fail everi area yet tri forc white civil accept backward nonwhit cultur
8775,normal,fee hour direct none
8776,normal,especi cariboo
8777,normal,remot weather desir
8778,normal,got sick tire idiot think jacob zuma problem decid hold mirror instead
8779,hate speech,would move unfortun nowher untaint
8780,normal,next step network fellow white
8781,normal,would even entertain call work trash wn movement
8782,normal,tri get peopl everi white nation around world distribut white nationalist flyer saturday night octob
8783,normal,count
8784,normal,download site
8785,normal,saw video would share guy youtub white genocid africa begin end
8786,normal,day honour good year come back next year greetz flander belgium heil hongari heil flander heil blood honour world wide
8787,relation,probabl disgust thing seen last year
8788,relation,look like african blood mayb makeup
8789,relation,wrong
8790,normal,like white african hell name
8791,normal,ladi gaga
8792,normal,ye meantim forget belong nation
8793,normal,take assumpt nation crap worth rememb
8794,normal,peanut butter import time machin use go back teach ancient incan make
8795,normal,sound like collier counti last summer
8796,normal,golden gate noth hispan haitian thrown
8797,normal,liter white live napl left lot non white nowher near like
8798,hate speech,would great could get everi last white one would fix thing
8799,normal,get support ever
8800,hate speech,bad move jew puppet
8801,normal,idea
8802,normal,louisiana nment texa nment bmdwcp florida nment montana nment kentucki nment rskkyzb indiana nment south carolina nment georgia nment pgj new jersey nment ryvjgddt north carolina nment oregon ation missouri nment alabama nment mississippi rnmen colorado nment lwdshfl north dakota nment lqpgbvvl new york nment rsbkpcf arkansa nment georgia nment zxyy michigan nment pennsylvania nment
8803,normal,get back countri race everi race countri
8804,normal,ever sinc sf came back line peopl adopt aggress line debat thread seem gone way pretti quickli anyway
8805,normal,encourag actuallli pay bonus black manag state servic get bonu determin white employe
8806,normal,messag publicli display mani month ago websit presid unit state
8807,hate speech,link urg brother sister south africa run messag similar messag site everi month malaysian venezuelan chines let white hous broadcast agenda
8808,normal,spiritu awaken say stupid
8809,normal,peopl us get togeth final
8810,normal,youtub mike castl peebo birthcertif
8811,normal,ten dollar would give entertain
8812,normal,eventu citi would take back ten buck entertain
8813,normal,come look around area live see year old muslim park outsid school tri entic year old english girl get car
8814,hate speech,probabl arrest throw jail rape infect aid
8815,normal,definit act genocid
8816,normal,headlin bring mind old joke bad news good news ya
8817,normal,bad news weonli cow sh eat good news plenti
8818,normal,sergey brin claim famili victim
